image1,image2,accuracy
image_1.jpg,image_2.jpg,0.4331476323119777
image_3.jpg,image_4.jpg,0.41929041353383456
image_5.jpg,image_6.jpg,0.02927927927927928
image_7.jpeg,image_8.jpeg,0.194209640513606
